timestamp,open,high,low,close,volume
2019-06-21 11:45:00,32.6050,32.6200,32.5700,32.5700,155274
2019-06-21 11:40:00,32.5949,32.6360,32.5900,32.6100,267408
2019-06-21 11:35:00,32.5850,32.6000,32.5601,32.5950,193699
2019-06-21 11:30:00,32.5831,32.6000,32.5700,32.5838,276403
2019-06-21 11:25:00,32.5700,32.6200,32.5600,32.5819,323154
2019-06-21 11:20:00,32.5452,32.5800,32.5452,32.5750,189225
2019-06-21 11:15:00,32.5900,32.5950,32.5300,32.5500,229490
2019-06-21 11:10:00,32.5557,32.6300,32.5500,32.5900,385611
2019-06-21 11:05:00,32.5100,32.5600,32.5001,32.5600,151909
2019-06-21 11:00:00,32.5000,32.5100,32.4900,32.5085,187092
2019-06-21 10:55:00,32.5350,32.5400,32.4950,32.5100,172100
2019-06-21 10:50:00,32.5400,32.5700,32.5300,32.5300,186051
2019-06-21 10:45:00,32.5386,32.5800,32.5300,32.5401,307269
2019-06-21 10:40:00,32.5267,32.5400,32.5110,32.5300,168813
2019-06-21 10:35:00,32.5225,32.5300,32.5100,32.5237,275753
2019-06-21 10:30:00,32.5510,32.5600,32.5100,32.5231,342037
2019-06-21 10:25:00,32.5200,32.5600,32.5050,32.5551,244963
2019-06-21 10:20:00,32.5200,32.5300,32.4845,32.5200,208655
2019-06-21 10:15:00,32.4910,32.5250,32.4800,32.5150,215421
2019-06-21 10:10:00,32.4650,32.5200,32.4640,32.4963,160193
2019-06-21 10:05:00,32.4700,32.4900,32.4500,32.4650,195694
2019-06-21 10:00:00,32.4551,32.4700,32.4200,32.4690,295152
2019-06-21 09:55:00,32.5250,32.5301,32.4500,32.4500,410218
2019-06-21 09:50:00,32.5542,32.5700,32.5100,32.5300,302368
2019-06-21 09:45:00,32.5700,32.5800,32.5400,32.5500,177680
2019-06-21 09:40:00,32.5243,32.6000,32.5100,32.5600,255341
2019-06-21 09:35:00,32.6900,32.7000,32.5100,32.5300,6002166
2019-06-20 16:00:00,32.5300,32.5700,32.5201,32.5300,1768730
2019-06-20 15:55:00,32.4850,32.5400,32.4800,32.5250,1017472
2019-06-20 15:50:00,32.4700,32.4900,32.4700,32.4880,445042
2019-06-20 15:45:00,32.4500,32.4750,32.4450,32.4700,443948
2019-06-20 15:40:00,32.4200,32.4500,32.4200,32.4500,332261
2019-06-20 15:35:00,32.4250,32.4300,32.4100,32.4200,334955
2019-06-20 15:30:00,32.3950,32.4300,32.3900,32.4250,319178
2019-06-20 15:25:00,32.4050,32.4200,32.3900,32.3950,254496
2019-06-20 15:20:00,32.3850,32.4100,32.3700,32.4050,267279
2019-06-20 15:15:00,32.3832,32.3900,32.3700,32.3850,199274
2019-06-20 15:10:00,32.4200,32.4200,32.3800,32.3821,150564
2019-06-20 15:05:00,32.4400,32.4500,32.4000,32.4150,456275
2019-06-20 15:00:00,32.4300,32.4500,32.4200,32.4450,344397
2019-06-20 14:55:00,32.4350,32.4400,32.4200,32.4300,320365
2019-06-20 14:50:00,32.4150,32.4400,32.4100,32.4350,219163
2019-06-20 14:45:00,32.4100,32.4200,32.3900,32.4200,262821
2019-06-20 14:40:00,32.4150,32.4200,32.4000,32.4100,517555
2019-06-20 14:35:00,32.3899,32.4200,32.3800,32.4150,251273
2019-06-20 14:30:00,32.3800,32.4000,32.3800,32.3800,216567
2019-06-20 14:25:00,32.3900,32.4150,32.3800,32.3900,377005
2019-06-20 14:20:00,32.3850,32.3900,32.3742,32.3850,819774
2019-06-20 14:15:00,32.3761,32.3950,32.3750,32.3844,151063
